date,adresse,RFID,note,commentaire,dateNotation
2022-01-30,"82, boulevard Lemoine 54413 Sainte Margotnec",8215966998,5,Superbe raclette traditionnelle !,2022-01-30
2022-01-30,"82, boulevard Lemoine 54413 Sainte Margotnec",3590475194,5,Superbe raclette traditionnelle !,2022-01-30
2020-01-20,"8, chemin Fernandez 47926 Henry-les-Bains",3874162040,5,Superbe raclette traditionnelle !,2020-01-22
2020-01-20,"8, chemin Fernandez 47926 Henry-les-Bains",6815418240,4,Superbe raclette traditionnelle !,2020-01-20
2020-01-20,"8, chemin Fernandez 47926 Henry-les-Bains",8965478201,4,Superbe raclette traditionnelle !,2020-01-22
2020-01-20,"8, chemin Fernandez 47926 Henry-les-Bains",1482398219,4,Superbe raclette traditionnelle !,2020-01-20
2020-01-20,"8, chemin Fernandez 47926 Henry-les-Bains",8468764660,4,Superbe raclette traditionnelle !,2020-01-20
2024-02-11,"29, chemin de Maréchal 31762 Pascal-sur-Joly",5911167588,4,Superbe raclette traditionnelle !,2024-02-11
2024-02-11,"29, chemin de Maréchal 31762 Pascal-sur-Joly",8525302651,4,Superbe raclette traditionnelle !,2024-02-13
2024-02-11,"29, chemin de Maréchal 31762 Pascal-sur-Joly",7034695635,5,Superbe raclette traditionnelle !,2024-02-11
2023-07-14,"38, chemin Julien 15846 Peron-sur-Grenier",3390998436,5,Superbe raclette traditionnelle !,2023-07-16
2023-07-14,"38, chemin Julien 15846 Peron-sur-Grenier",1554765954,4,Superbe raclette traditionnelle !,2023-07-16
2023-07-14,"38, chemin Julien 15846 Peron-sur-Grenier",8829846367,5,Superbe raclette traditionnelle !,2023-07-15
2023-07-14,"38, chemin Julien 15846 Peron-sur-Grenier",5665353229,5,Superbe raclette traditionnelle !,2023-07-15
2020-11-09,"8, boulevard de Weiss 12784 Saint Luc",1885692981,4,Superbe raclette traditionnelle !,2020-11-11
2020-11-09,"8, boulevard de Weiss 12784 Saint Luc",9886456581,4,Superbe raclette traditionnelle !,2020-11-11
2020-11-09,"8, boulevard de Weiss 12784 Saint Luc",5153168680,5,Superbe raclette traditionnelle !,2020-11-09
2020-11-09,"8, boulevard de Weiss 12784 Saint Luc",7050010296,5,Superbe raclette traditionnelle !,2020-11-09
2020-12-10,"6, boulevard Dumont 10478 Pottier",1087038700,5,Superbe raclette traditionnelle !,2020-12-11
2020-12-10,"6, boulevard Dumont 10478 Pottier",1039485996,4,Superbe raclette traditionnelle !,2020-12-10
2020-12-10,"6, boulevard Dumont 10478 Pottier",6842125565,5,Superbe raclette traditionnelle !,2020-12-12
2020-12-10,"6, boulevard Dumont 10478 Pottier",2219789274,5,Superbe raclette traditionnelle !,2020-12-12
2025-08-02,"38, chemin Julien 15846 Peron-sur-Grenier",4531048709,1,"Decevant, il y avait des Jambon cru...",2025-08-03
2025-08-02,"38, chemin Julien 15846 Peron-sur-Grenier",5854391181,2,"Decevant, il y avait des Jambon cru...",2025-08-02
2025-08-02,"38, chemin Julien 15846 Peron-sur-Grenier",7051831076,1,"Decevant, il y avait des Jambon cru...",2025-08-03
2025-08-02,"38, chemin Julien 15846 Peron-sur-Grenier",9815660055,1,"Decevant, il y avait des Jambon cru...",2025-08-02
2025-08-02,"38, chemin Julien 15846 Peron-sur-Grenier",9378533372,2,"Decevant, il y avait des Jambon cru...",2025-08-02
2026-02-14,"38, chemin Julien 15846 Peron-sur-Grenier",7659185901,5,Superbe raclette traditionnelle !,2026-02-15
2026-02-14,"38, chemin Julien 15846 Peron-sur-Grenier",8921686474,4,Superbe raclette traditionnelle !,2026-02-16
2026-02-14,"38, chemin Julien 15846 Peron-sur-Grenier",8357320573,5,Superbe raclette traditionnelle !,2026-02-15
2026-02-14,"38, chemin Julien 15846 Peron-sur-Grenier",5296679236,5,Superbe raclette traditionnelle !,2026-02-14
2026-02-14,"38, chemin Julien 15846 Peron-sur-Grenier",8375446907,4,Superbe raclette traditionnelle !,2026-02-15
2021-02-07,"435, boulevard Frédéric Texier 56186 Saint Victorn",4634842628,5,Superbe raclette traditionnelle !,2021-02-08
2021-02-07,"435, boulevard Frédéric Texier 56186 Saint Victorn",6434775160,5,Superbe raclette traditionnelle !,2021-02-07
2022-07-24,"29, chemin de Maréchal 31762 Pascal-sur-Joly",5271638670,5,Superbe raclette traditionnelle !,2022-07-25
2022-07-24,"29, chemin de Maréchal 31762 Pascal-sur-Joly",7372733117,4,Superbe raclette traditionnelle !,2022-07-26
2022-07-24,"29, chemin de Maréchal 31762 Pascal-sur-Joly",9317514325,4,Superbe raclette traditionnelle !,2022-07-24
2022-07-24,"29, chemin de Maréchal 31762 Pascal-sur-Joly",3666278945,5,Superbe raclette traditionnelle !,2022-07-24
2021-01-15,"11, avenue Carlier 57944 Legrand",8399710201,4,Superbe raclette traditionnelle !,2021-01-16
2021-01-15,"11, avenue Carlier 57944 Legrand",9195415510,5,Superbe raclette traditionnelle !,2021-01-15
2021-01-15,"11, avenue Carlier 57944 Legrand",1279982397,5,Superbe raclette traditionnelle !,2021-01-17
2021-08-19,"2, avenue de Raynaud 39343 Jourdan",5463306405,5,Superbe raclette traditionnelle !,2021-08-19
2021-08-19,"2, avenue de Raynaud 39343 Jourdan",5237576723,5,Superbe raclette traditionnelle !,2021-08-19
2021-08-19,"2, avenue de Raynaud 39343 Jourdan",2273585424,5,Superbe raclette traditionnelle !,2021-08-19
2021-08-19,"2, avenue de Raynaud 39343 Jourdan",2198188229,5,Superbe raclette traditionnelle !,2021-08-21
2023-01-24,"87, chemin de Lemaire 48306 Saint Valérienec",2590178121,4,Superbe raclette traditionnelle !,2023-01-26
2023-01-24,"87, chemin de Lemaire 48306 Saint Valérienec",9228523360,4,Superbe raclette traditionnelle !,2023-01-25
2023-01-24,"87, chemin de Lemaire 48306 Saint Valérienec",6783039278,5,Superbe raclette traditionnelle !,2023-01-26
2023-01-24,"87, chemin de Lemaire 48306 Saint Valérienec",4440126871,5,Superbe raclette traditionnelle !,2023-01-26
2023-01-24,"87, chemin de Lemaire 48306 Saint Valérienec",9220874245,5,Superbe raclette traditionnelle !,2023-01-25
2023-09-23,"23, boulevard Patrick Boulanger 22560 Sainte Margo",4968468080,4,Superbe raclette traditionnelle !,2023-09-23
2023-09-23,"23, boulevard Patrick Boulanger 22560 Sainte Margo",6784925688,4,Superbe raclette traditionnelle !,2023-09-25
2021-12-12,"6, boulevard Dumont 10478 Pottier",6837195084,4,Superbe raclette traditionnelle !,2021-12-14
2021-12-12,"6, boulevard Dumont 10478 Pottier",8326163689,4,Superbe raclette traditionnelle !,2021-12-12
2021-12-12,"6, boulevard Dumont 10478 Pottier",3740795718,5,Superbe raclette traditionnelle !,2021-12-13
2022-01-12,"435, boulevard Frédéric Texier 56186 Saint Victorn",5448681460,5,Superbe raclette traditionnelle !,2022-01-14
2022-01-12,"435, boulevard Frédéric Texier 56186 Saint Victorn",3943895390,4,Superbe raclette traditionnelle !,2022-01-13
2022-01-12,"435, boulevard Frédéric Texier 56186 Saint Victorn",3422179860,4,Superbe raclette traditionnelle !,2022-01-13
2022-01-12,"435, boulevard Frédéric Texier 56186 Saint Victorn",6126130472,5,Superbe raclette traditionnelle !,2022-01-13
2022-01-12,"435, boulevard Frédéric Texier 56186 Saint Victorn",6427379531,5,Superbe raclette traditionnelle !,2022-01-14
2023-08-17,rue De Sousa 82879 Roche,2037865655,4,Superbe raclette traditionnelle !,2023-08-17
2023-08-17,rue De Sousa 82879 Roche,2398715216,4,Superbe raclette traditionnelle !,2023-08-18
2023-08-17,rue De Sousa 82879 Roche,8883294981,4,Superbe raclette traditionnelle !,2023-08-18
2023-08-17,rue De Sousa 82879 Roche,8376842674,4,Superbe raclette traditionnelle !,2023-08-19
2023-08-17,rue De Sousa 82879 Roche,7167869817,4,Superbe raclette traditionnelle !,2023-08-17
2024-01-13,"42, rue Delattre 30953 Vallée",1062528726,5,Superbe raclette traditionnelle !,2024-01-14
2024-01-13,"42, rue Delattre 30953 Vallée",1028907440,5,Superbe raclette traditionnelle !,2024-01-14
2024-01-13,"42, rue Delattre 30953 Vallée",5821501440,5,Superbe raclette traditionnelle !,2024-01-15
2024-01-13,"42, rue Delattre 30953 Vallée",6421592581,4,Superbe raclette traditionnelle !,2024-01-13
2020-04-22,"15, chemin de Durand 75909 Moreau",5110911588,4,Superbe raclette traditionnelle !,2020-04-24
2020-04-22,"15, chemin de Durand 75909 Moreau",6006256042,5,Superbe raclette traditionnelle !,2020-04-24
2020-04-22,"15, chemin de Durand 75909 Moreau",7853155727,4,Superbe raclette traditionnelle !,2020-04-22
2020-04-22,"15, chemin de Durand 75909 Moreau",1383501532,4,Superbe raclette traditionnelle !,2020-04-24
2023-01-14,"20, chemin de Pineau 26928 Fernandez",1970308515,4,Superbe raclette traditionnelle !,2023-01-14
2023-01-14,"20, chemin de Pineau 26928 Fernandez",9647352167,5,Superbe raclette traditionnelle !,2023-01-16
2023-01-14,"20, chemin de Pineau 26928 Fernandez",9369950485,5,Superbe raclette traditionnelle !,2023-01-16
2023-01-14,"20, chemin de Pineau 26928 Fernandez",4681572294,5,Superbe raclette traditionnelle !,2023-01-15
2024-01-23,"55, chemin Denis Dufour 95266 Chartier",5918337728,4,Superbe raclette traditionnelle !,2024-01-25
2024-01-23,"55, chemin Denis Dufour 95266 Chartier",7310117539,5,Superbe raclette traditionnelle !,2024-01-24
2024-01-23,"55, chemin Denis Dufour 95266 Chartier",4749761769,4,Superbe raclette traditionnelle !,2024-01-24
2024-01-23,"55, chemin Denis Dufour 95266 Chartier",6143172087,4,Superbe raclette traditionnelle !,2024-01-25
2022-01-16,rue de Tanguy 44327 Sainte Antoine,5907827136,5,Superbe raclette traditionnelle !,2022-01-16
2022-01-16,rue de Tanguy 44327 Sainte Antoine,5670492145,5,Superbe raclette traditionnelle !,2022-01-17
2022-01-16,rue de Tanguy 44327 Sainte Antoine,6173307883,4,Superbe raclette traditionnelle !,2022-01-16
2022-01-16,rue de Tanguy 44327 Sainte Antoine,4190558975,4,Superbe raclette traditionnelle !,2022-01-16
2022-01-16,rue de Tanguy 44327 Sainte Antoine,3755182533,4,Superbe raclette traditionnelle !,2022-01-17
2026-01-26,"28, rue Rodrigues 95203 Gilbert",7488075816,4,Superbe raclette traditionnelle !,2026-01-27
2026-01-26,"28, rue Rodrigues 95203 Gilbert",5256662475,5,Superbe raclette traditionnelle !,2026-01-27
2026-01-26,"28, rue Rodrigues 95203 Gilbert",2131323645,5,Superbe raclette traditionnelle !,2026-01-27
2026-01-26,"28, rue Rodrigues 95203 Gilbert",1113239880,5,Superbe raclette traditionnelle !,2026-01-27
2026-01-26,"28, rue Rodrigues 95203 Gilbert",2723668994,4,Superbe raclette traditionnelle !,2026-01-26
2022-01-25,"8, chemin Fernandez 47926 Henry-les-Bains",3331237758,4,Superbe raclette traditionnelle !,2022-01-27
2022-01-25,"8, chemin Fernandez 47926 Henry-les-Bains",7810340848,4,Superbe raclette traditionnelle !,2022-01-27
2022-01-25,"8, chemin Fernandez 47926 Henry-les-Bains",6998052153,5,Superbe raclette traditionnelle !,2022-01-27
2022-01-25,"8, chemin Fernandez 47926 Henry-les-Bains",5233399271,5,Superbe raclette traditionnelle !,2022-01-26
2021-02-12,"28, rue Rodrigues 95203 Gilbert",1702545774,5,Superbe raclette traditionnelle !,2021-02-14
2021-02-12,"28, rue Rodrigues 95203 Gilbert",2301541001,4,Superbe raclette traditionnelle !,2021-02-12
2021-02-12,"28, rue Rodrigues 95203 Gilbert",3318033578,4,Superbe raclette traditionnelle !,2021-02-12
2021-02-12,"28, rue Rodrigues 95203 Gilbert",6019093222,5,Superbe raclette traditionnelle !,2021-02-13
2024-01-19,"18, avenue Descamps 62353 Saint Margaux",2795915252,5,Superbe raclette traditionnelle !,2024-01-20
2024-01-19,"18, avenue Descamps 62353 Saint Margaux",4784577506,5,Superbe raclette traditionnelle !,2024-01-20
2023-01-04,"27, rue Girard 17980 Lacombe-les-Bains",1304411621,5,Superbe raclette traditionnelle !,2023-01-06
2023-01-04,"27, rue Girard 17980 Lacombe-les-Bains",9091826117,4,Superbe raclette traditionnelle !,2023-01-06
2023-02-08,rue de Mendès 47183 Pereznec,8977864912,5,Superbe raclette traditionnelle !,2023-02-10
2023-02-08,rue de Mendès 47183 Pereznec,7596018318,5,Superbe raclette traditionnelle !,2023-02-08
2023-02-08,avenue Gilles 06756 Petit,5696921530,4,Superbe raclette traditionnelle !,2023-02-10
2023-02-08,avenue Gilles 06756 Petit,9724006293,4,Superbe raclette traditionnelle !,2023-02-10
2023-02-08,avenue Gilles 06756 Petit,2156473864,5,Superbe raclette traditionnelle !,2023-02-10
2023-02-08,avenue Gilles 06756 Petit,5389557458,5,Superbe raclette traditionnelle !,2023-02-10
2020-05-12,"23, boulevard Patrick Boulanger 22560 Sainte Margo",2459871028,4,Superbe raclette traditionnelle !,2020-05-13
2020-05-12,"23, boulevard Patrick Boulanger 22560 Sainte Margo",7012055433,5,Superbe raclette traditionnelle !,2020-05-14
2021-02-08,"943, avenue de Vallée 53176 Le Rouxboeuf",7928415897,5,Superbe raclette traditionnelle !,2021-02-08
2021-02-08,"943, avenue de Vallée 53176 Le Rouxboeuf",3805438875,5,Superbe raclette traditionnelle !,2021-02-08
2021-02-08,"943, avenue de Vallée 53176 Le Rouxboeuf",5062783227,5,Superbe raclette traditionnelle !,2021-02-08
2024-03-03,"87, chemin de Lemaire 48306 Saint Valérienec",7412854080,4,Superbe raclette traditionnelle !,2024-03-05
2024-03-03,"87, chemin de Lemaire 48306 Saint Valérienec",2370640580,5,Superbe raclette traditionnelle !,2024-03-03
2024-03-03,"87, chemin de Lemaire 48306 Saint Valérienec",6526865771,5,Superbe raclette traditionnelle !,2024-03-03
2024-03-03,"87, chemin de Lemaire 48306 Saint Valérienec",7402265338,4,Superbe raclette traditionnelle !,2024-03-04
2021-02-17,"29, chemin de Maréchal 31762 Pascal-sur-Joly",6031598485,5,Superbe raclette traditionnelle !,2021-02-17
2021-02-17,"29, chemin de Maréchal 31762 Pascal-sur-Joly",1938831605,4,Superbe raclette traditionnelle !,2021-02-19
2023-04-25,"943, avenue de Vallée 53176 Le Rouxboeuf",2102438310,5,Superbe raclette traditionnelle !,2023-04-27
2023-04-25,"943, avenue de Vallée 53176 Le Rouxboeuf",3313161591,4,Superbe raclette traditionnelle !,2023-04-26
2023-04-25,"943, avenue de Vallée 53176 Le Rouxboeuf",1000863780,5,Superbe raclette traditionnelle !,2023-04-26
2023-12-31,"24, rue Robert 75624 Benoit-sur-Aubert",2585208556,4,Superbe raclette traditionnelle !,2023-12-31
2023-12-31,"24, rue Robert 75624 Benoit-sur-Aubert",7140187317,5,Superbe raclette traditionnelle !,2023-12-31
2023-12-31,"24, rue Robert 75624 Benoit-sur-Aubert",1277656972,4,Superbe raclette traditionnelle !,2024-01-02
2023-12-31,"24, rue Robert 75624 Benoit-sur-Aubert",9441370777,5,Superbe raclette traditionnelle !,2024-01-01
2020-01-30,"75, avenue de Michel 81614 Meunierdan",1073301237,4,Superbe raclette traditionnelle !,2020-01-31
2020-01-30,"75, avenue de Michel 81614 Meunierdan",1837039074,4,Superbe raclette traditionnelle !,2020-02-01
2020-01-30,"75, avenue de Michel 81614 Meunierdan",6448618341,4,Superbe raclette traditionnelle !,2020-02-01
2020-01-30,"75, avenue de Michel 81614 Meunierdan",5236334809,4,Superbe raclette traditionnelle !,2020-01-30
2020-01-30,"75, avenue de Michel 81614 Meunierdan",2051091906,5,Superbe raclette traditionnelle !,2020-01-31
2022-12-04,"69, chemin Le Goff 62402 Saint David",5062293716,4,Superbe raclette traditionnelle !,2022-12-05
2022-12-04,"69, chemin Le Goff 62402 Saint David",4328494441,4,Superbe raclette traditionnelle !,2022-12-04
2022-12-04,"69, chemin Le Goff 62402 Saint David",9484892820,4,Superbe raclette traditionnelle !,2022-12-06
2020-01-29,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",7092185376,5,Superbe raclette traditionnelle !,2020-01-30
2020-01-29,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",4401974548,4,Superbe raclette traditionnelle !,2020-01-30
2020-01-29,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",2770431158,4,Superbe raclette traditionnelle !,2020-01-31
2020-01-29,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",8524217937,5,Superbe raclette traditionnelle !,2020-01-30
2020-12-13,"6, boulevard Dumont 10478 Pottier",8816645698,4,Superbe raclette traditionnelle !,2020-12-14
2020-12-13,"6, boulevard Dumont 10478 Pottier",8418448534,5,Superbe raclette traditionnelle !,2020-12-15
2020-12-13,"6, boulevard Dumont 10478 Pottier",9398437891,5,Superbe raclette traditionnelle !,2020-12-13
2020-12-13,"6, boulevard Dumont 10478 Pottier",7915315516,5,Superbe raclette traditionnelle !,2020-12-13
2022-07-17,"8, boulevard de Weiss 12784 Saint Luc",4642845723,4,Superbe raclette traditionnelle !,2022-07-17
2022-07-17,"8, boulevard de Weiss 12784 Saint Luc",2492198912,4,Superbe raclette traditionnelle !,2022-07-19
2022-07-17,"8, boulevard de Weiss 12784 Saint Luc",7056118132,5,Superbe raclette traditionnelle !,2022-07-18
2022-07-17,"8, boulevard de Weiss 12784 Saint Luc",5853251425,4,Superbe raclette traditionnelle !,2022-07-18
2025-05-01,rue de Mendès 47183 Pereznec,6420586032,2,"Decevant, il y avait des Lequel...",2025-05-02
2025-05-01,rue de Mendès 47183 Pereznec,8980142873,2,"Decevant, il y avait des Lequel...",2025-05-03
2022-04-17,"42, rue Delattre 30953 Vallée",5950233724,5,Superbe raclette traditionnelle !,2022-04-18
2022-04-17,"42, rue Delattre 30953 Vallée",3353629269,4,Superbe raclette traditionnelle !,2022-04-17
2023-02-02,"87, boulevard Élise Schmitt 45371 Sainte Diane",1523301147,5,Superbe raclette traditionnelle !,2023-02-03
2023-02-02,"87, boulevard Élise Schmitt 45371 Sainte Diane",6821854063,4,Superbe raclette traditionnelle !,2023-02-03
2023-02-02,"87, boulevard Élise Schmitt 45371 Sainte Diane",7604027629,4,Superbe raclette traditionnelle !,2023-02-02
2023-02-02,"87, boulevard Élise Schmitt 45371 Sainte Diane",5126846879,5,Superbe raclette traditionnelle !,2023-02-02
2023-02-02,"87, boulevard Élise Schmitt 45371 Sainte Diane",5448688925,4,Superbe raclette traditionnelle !,2023-02-02
2022-01-03,"24, rue Robert 75624 Benoit-sur-Aubert",4139695164,4,Superbe raclette traditionnelle !,2022-01-05
2022-01-03,"24, rue Robert 75624 Benoit-sur-Aubert",3263182791,5,Superbe raclette traditionnelle !,2022-01-03
2022-01-03,"24, rue Robert 75624 Benoit-sur-Aubert",5242023745,4,Superbe raclette traditionnelle !,2022-01-05
2022-01-03,"24, rue Robert 75624 Benoit-sur-Aubert",7085329202,4,Superbe raclette traditionnelle !,2022-01-05
2022-01-03,"24, rue Robert 75624 Benoit-sur-Aubert",4288209748,5,Superbe raclette traditionnelle !,2022-01-03
2025-04-08,"18, avenue Descamps 62353 Saint Margaux",7482698329,2,"Decevant, il y avait des Jambon cru...",2025-04-08
2025-04-08,"18, avenue Descamps 62353 Saint Margaux",5539811895,1,"Decevant, il y avait des Jambon cru...",2025-04-10
2025-04-08,"18, avenue Descamps 62353 Saint Margaux",6804090229,1,"Decevant, il y avait des Jambon cru...",2025-04-09
2025-04-08,"18, avenue Descamps 62353 Saint Margaux",5146232307,2,"Decevant, il y avait des Jambon cru...",2025-04-08
2022-05-29,"8, chemin Fernandez 47926 Henry-les-Bains",8599414533,5,Superbe raclette traditionnelle !,2022-05-31
2022-05-29,"8, chemin Fernandez 47926 Henry-les-Bains",5489467777,4,Superbe raclette traditionnelle !,2022-05-31
2022-05-29,"8, chemin Fernandez 47926 Henry-les-Bains",5850998587,4,Superbe raclette traditionnelle !,2022-05-31
2022-05-29,"8, chemin Fernandez 47926 Henry-les-Bains",7766551535,5,Superbe raclette traditionnelle !,2022-05-30
2020-01-10,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",1249718113,4,Superbe raclette traditionnelle !,2020-01-11
2020-01-10,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",4999246890,4,Superbe raclette traditionnelle !,2020-01-12
2021-11-07,"8, chemin Fernandez 47926 Henry-les-Bains",2526019541,5,Superbe raclette traditionnelle !,2021-11-07
